정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
계양종합사회복지관,41120,494,1114,494,1114,0,53
계양종합사회복지관,41121,1230,580,1230,580,0,60
계양중학교,41340,2634,863,2633,863,1,116
계양중학교,41341,1997,6874,1997,6874,0,295
계양체육관(벨로드롬경기장),41666,386,1336,386,1336,0,57
계양체육관(아시아드양궁장),41454,547,689,547,689,0,41
계양체육관(아시아드양궁장),41455,2040,895,2038,895,2,97
계양체육관(아시아드양궁장),41567,3391,912,3391,912,0,143
계양체육관(아시아드양궁장),41568,988,5452,988,5452,0,214
계양체육관(효성해링턴플레이스),41440,3883,1221,3883,1221,0,170
계양체육관.대동아파트,41173,108,1833,108,1833,0,64
계양효성해링턴플레이스,41669,70,1712,70,1712,0,59
고구1리입구,90006,70,9,69,9,1,2
고구1리입구,90007,4,60,4,60,0,2
고구2리마을회관입구,90014,8,86,8,86,0,3
고구2리마을회관입구,90015,96,4,93,4,3,3
고구저수지,90008,11,22,11,22,0,1
고구저수지,90009,14,9,14,9,0,0
고구촌,90012,4,41,2,41,2,1
고구촌,90013,39,3,39,3,0,1
고능2리 종점,90372,19,14,16,14,3,1
고능2리능촌마을회관,90371,0,5,0,5,0,0
고능리공소,90208,87,89,87,89,0,5
고능리입구,43291,2,64,2,64,0,2
고능리입구,43534,62,1,62,1,0,2
고다니마을9단지,80362,113,96,113,96,0,6
고려산업,39486,603,1216,603,1216,0,60
고려양행,39111,1307,1466,1307,1466,0,92
고려저수지입구,43249,44,102,43,102,1,4
고려저수지입구,43486,75,27,72,27,3,3
고비고개정상,43569,21,10,21,10,0,1
고비고개정상,43844,7,180,7,180,0,6
고산마을입구,90016,12,32,11,32,1,1
고산마을입구,90017,39,9,39,9,0,1
고산촌,43544,226,72,226,72,0,9
고산촌,43779,112,169,106,169,6,9
고상골,43269,3,75,3,75,0,2
고상골,43382,76,6,76,6,0,2
고상골입구,43266,144,12,143,12,1,5
고상골입구,43552,15,123,14,123,1,4
고속터미널,31017,12216,317,12216,317,0,417
고속터미널,31018,636,19786,636,19786,0,680
고시기(가재골),43770,6,3,6,3,0,0
고시기(가재골),90126,0,8,0,8,0,0
고염나무골,35473,38,219,38,219,0,8
고염나무골,35474,255,28,255,28,0,9
고인돌입구,43550,1,19,1,19,0,0
고인돌체육관앞,90045,149,567,149,567,0,23
고인돌체육관앞,90046,636,205,631,205,5,28
고잔고등학교,39691,385,2689,385,2689,0,102
고잔마을,43284,55,0,54,0,1,1
고잔마을,43532,0,38,0,38,0,1
고창마을.KCC,80328,425,175,425,175,0,20
고창촌,43076,56,113,56,113,0,5
고창촌입구,43166,6,1,6,1,0,0
고창촌입구,43345,1,13,1,13,0,0
고천3리마을회관,43341,107,11,106,11,1,3
고천3리마을회관,43574,5,75,4,75,1,2
고천5리마을회관,90341,9,0,9,0,0,0
고천5리마을회관,90345,0,6,0,6,0,0
고천교,43339,39,72,39,72,0,3
고천교,43849,123,10,122,10,1,4
고천당,90420,2,11,2,11,0,0
고천당,90421,26,0,25,0,1,0
고촌역,80061,3301,816,3301,816,0,137
고촌역,80062,740,6125,740,6125,0,228
고합아파트,70036,177,166,177,166,0,11
고향산천,43464,10,12,10,12,0,0
고향산천,43610,25,22,25,22,0,1
곡촌,43427,20,30,20,30,0,1
곡촌,43457,57,16,54,16,3,2
곡촌,43789,34,35,33,35,1,2
곡촌,43816,3,64,2,64,1,2
곤능,43197,5,71,5,71,0,2
곤능,43319,55,2,55,2,0,1
골드클래스,42936,150,934,150,934,0,36
공개마을,90195,33,0,33,0,0,1
공개마을,90196,2,29,2,29,0,1
공구상가,36092,436,1958,436,1958,0,79
공구상가.간동입구,80021,1213,111,1211,111,2,44
공군8547부대앞,35718,66,79,66,79,0,4
공군8547부대앞,35719,12,160,12,160,0,5
공군회관,19255,160,3,160,3,0,5
공군회관,20107,13,369,13,369,0,12
공단공구상가,92048,1,24,1,24,0,0
공단공원앞,42739,226,300,226,300,0,17
공단공원앞,42740,355,85,355,85,0,14
공단본부,42270,241,873,241,873,0,37
공단본부,42756,2533,643,2533,643,0,105
공단본부,42757,824,2507,824,2507,0,111
공단사거리,42995,7,1077,7,1077,0,36
공단사거리,42996,1791,10,1791,10,0,60
공단사거리,89069,30,274,30,274,0,10
공단사거리,89070,250,627,250,627,0,29
공단소방서,39062,1438,3503,1438,3503,0,164
공단시장,37426,2576,5236,2576,5236,0,260
공단시장,37427,7257,3447,7257,3447,0,356
공단오거리,40565,1818,722,1815,722,3,84
공단오거리,40566,461,2554,458,2554,3,100
공단유통상가,42940,56,1096,56,1096,0,38
공단유통상가,42941,1013,50,1013,50,0,35
공단자동차,42022,1616,2023,1616,2023,0,121
공단치안센터,37444,1464,939,1464,939,0,80
공단치안센터,37445,343,1587,343,1587,0,64
공단회관,39119,1395,3709,1395,3709,0,170
공단회관,39123,2910,1329,2910,1329,0,141
공덕오거리,14149,491,2,491,2,0,16
공설운동장,43091,28,642,28,642,0,22
공설운동장,43092,368,108,364,108,4,15
공수부대입구,92069,99,73,99,73,0,5
공숙입구,43290,44,120,44,120,0,5
공숙입구,43490,63,121,63,121,0,6
공영산업,89148,23,720,23,720,0,24
공작아파트,39479,2141,4017,2122,4017,19,205
공작아파트,39480,3303,4798,3299,4798,4,270
공장단지입구,42555,300,79,300,79,0,12
공촌마을,42323,4354,3381,4349,3381,5,257
공촌마을,42598,2812,3955,2804,3955,8,225
공촌사거리,42324,18983,11553,18983,11553,0,1017
공촌사거리,42330,16982,17916,16980,17916,2,1163
공촌사거리,42331,973,780,973,780,0,58
공촌사거리(한국아파트),42322,3964,5284,3964,5284,0,308
공촌유수지체육공원,89478,232,1264,229,1264,3,49
공촌유수지체육공원,89479,686,176,686,176,0,28
공촌정수장,42340,149,154,149,154,0,10
공촌정수장,42341,90,316,90,316,0,13
공항고등학교,35116,2646,789,2646,789,0,114
공항교회앞,35123,1792,2234,1792,2234,0,134
공항신도시(메디컬사거리),35258,740,1717,739,1717,1,81
공항중학교,35117,1272,1634,1272,1634,0,96
공항초등학교,35087,129,435,129,435,0,18
관곡마을,90104,0,12,0,12,0,0
관곡마을,90105,20,0,20,0,0,0
관광밸트입구,43874,0,8,0,8,0,0
관광밸트입구,43875,6,2,6,2,0,0
관교노인복지관·승학초등학교,37679,1172,1863,1172,1863,0,101
관교여자중학교,37226,9746,8967,9707,8967,39,623
관교여자중학교,37229,2998,2587,2993,2587,5,186
관교여자중학교,37231,3348,3517,3333,3517,15,228
관교중학교,37200,314,1036,314,1036,0,45
관교중학교(약수터),37202,4520,7132,4486,7132,34,388
관교중학교(약수터),37203,10838,6237,10781,6237,57,569
관리공단본부,42720,595,93,595,93,0,22
관창마을,35252,1712,961,1712,961,0,89
관창마을,35253,1928,2303,1928,2303,0,141
광명아파트,37434,13681,6059,13681,6059,0,658
광명아파트,39348,6863,13650,6863,13650,0,683
광명아파트,39835,9,880,9,880,0,29
광명아파트,40590,2599,956,2599,956,0,118
광명아파트,40817,7929,1592,7925,1592,4,317
광명아파트,41096,721,2267,721,2267,0,99
광명아파트,41098,2399,806,2399,806,0,106
광명아파트,41108,13815,20727,13815,20727,0,1151
광명아파트,41448,2451,8422,2446,8422,5,362
광명역IC진입(미정차),53043,1,0,1,0,0,0
광명역IC출입(미정차),53042,41,0,41,0,0,1
광명항,35708,117,0,111,0,6,3
광명항,35714,2343,1761,2337,1761,6,136
광명항(샘꾸미),35730,235,237,219,237,16,15
광성보,43674,113,106,108,106,5,7
광성오리,43128,7,7,7,7,0,0
광성오리,43862,1,22,1,22,0,0
광일아파트,40855,3600,1178,3600,1178,0,159
광일아파트,40874,2189,3730,2189,3730,0,197
교대역,31013,21702,21280,21702,21280,0,1432
교대입구,41141,1947,3099,1947,3099,0,168
교대입구,41142,3488,1904,3488,1904,0,179
교대후문,41362,1234,417,1234,417,0,55
교대후문,41363,319,2251,319,2251,0,85
교동중고후문,90024,2,70,2,70,0,2
교동중고후문,90025,135,8,132,8,3,4
교보생명,37357,31095,114196,31079,114196,16,4843
교산교회,43496,28,27,28,27,0,1
교산교회,43719,11,22,11,22,0,1
교산리입구,43694,24,32,21,32,3,1
교산리입구,43748,41,19,36,19,5,2
교산상회앞,43494,3,10,3,10,0,0
교산상회앞,43715,2,5,2,5,0,0
교육개발원입구,31005,870,13,870,13,0,29
교육개발원입구,31006,30,820,30,820,0,28
교통방송사거리,37538,945,2636,944,2636,1,119
교통방송사거리,37539,879,1238,879,1238,0,70
교통연수원,41191,813,2527,813,2527,0,111
교통연수원,41192,2720,1654,2720,1654,0,145
교회앞,43216,27,14,26,14,1,1
교회앞,43309,18,25,17,25,1,1
교회앞,43430,11,12,11,12,0,0
교회앞,43818,22,36,22,36,0,1
교회앞,90338,1,14,1,14,0,0
교회앞,90348,20,0,20,0,0,0
구검문소,43196,0,74,0,74,0,2
구검문소,43622,160,1,156,1,4,5
구능재,90193,40,0,39,0,1,1
구능재,90194,12,48,12,48,0,2
구도일주유소,40902,97,1224,97,1224,0,44
구두물입구,35219,232,306,232,306,0,17
구래리,80006,497,1765,494,1765,3,75
구래리,80007,1936,535,1929,535,7,82
구래역,80337,9981,21029,9978,21029,3,1033
구래역,80338,23733,10295,23711,10295,22,1134
구렁목,43950,262,9,260,9,2,9
구렁목,43951,6,168,6,168,0,5
구름다리,35735,32,295,32,295,0,10
구름다리,35736,78,24,78,24,0,3
구면사무소,43823,0,8,0,8,0,0
구반포역.세화고등학교,31031,1137,43,1137,43,0,39
구봉도입구,62035,40,401,40,401,0,14
구봉도입구,62037,373,28,373,28,0,13
구북성초교,43506,16,3,16,3,0,0
구북성초교,43656,4,6,4,6,0,0
구산사거리,40233,688,438,688,438,0,37
구산사거리,40842,354,22213,352,22213,2,752
구산사거리,40843,5312,9655,5307,9655,5,498
구산중학교,40518,1021,907,1021,907,0,64
구선택초교,43239,4,1,4,1,0,0
구선택초교,43896,0,7,0,7,0,0
구월1동행정복지센터,39967,828,4,828,4,0,27
구월1동행정복지센터,39981,0,416,0,416,0,13
구월2동행정복지센터,39586,3061,409,3061,409,0,115
구월2동행정복지센터,39607,380,2558,380,2558,0,97
구월도매전통시장,39192,21878,16524,21813,16524,65,1280
구월도매전통시장,39193,24427,34091,24419,34091,8,1950
구월동로데오거리,39195,4373,1008,4373,1008,0,179
구월동우체국,39211,3811,13006,3811,13006,0,560
구월동팬더아파트,39237,7913,8044,7880,8044,33,531
구월동팬더아파트,39238,9075,6262,9037,6262,38,511
구월서초등학교,39204,8381,6292,8381,6292,0,489
구월서초등학교,39205,5648,6017,5648,6017,0,388
구월아시아드1단지,39912,608,2,608,2,0,20
구월아시아드1단지,39913,0,106,0,106,0,3
구월아시아드5단지정문,39883,2684,5645,2674,5645,10,277
구월아시아드5단지후문,39881,2700,4457,2689,4457,11,238
구월아시아드6단지,39885,25370,8680,25368,8680,2,1135
구월아시아드6단지,39886,8122,19402,8122,19402,0,917
구월아시아드7단지,39892,3216,4228,3210,4228,6,248
구월아시아드8단지,39891,5347,2282,5337,2282,10,254
구월아시아드8단지,39948,75,529,75,529,0,20
구월아시아드8단지,39949,56,205,56,205,0,8
구월아시아드선수촌센트럴자이,39884,3919,2520,3917,2520,2,214
구월아시아드선수촌아파트,39202,1000,756,1000,756,0,58
구월아시아드선수촌아파트,39203,840,1998,840,1998,0,94
구월아시아드은빛호수공원,39914,9849,6842,9849,6842,0,556
구월아시아드은빛호수공원,39915,7862,6459,7860,6459,2,477
구월우체국,39213,9276,7239,9276,7239,0,550
구월중학교,39281,28809,19413,28753,19413,56,1607
구월중학교,39286,19365,30190,19332,30190,33,1651
구월체육공원,39384,3507,5176,3498,5176,9,289
구월초등학교,39832,1911,3657,1911,3657,0,185
구월초등학교,39833,3629,2226,3615,2226,14,195
구월한내들퍼스티지,39882,4569,2219,4567,2219,2,226
구장수파출소,39375,1389,839,1389,839,0,74
구재이,43282,60,8,58,8,2,2
구재이,43551,2,19,2,19,0,0
구정슈퍼앞,35498,12,72,11,72,1,2
구정슈퍼앞,35587,84,11,82,11,2,3
구정정미소,90284,3,23,3,23,0,0
구정정미소,90306,11,2,11,2,0,0
구중학교앞,44119,4,7,4,7,0,0
구중학교앞,44148,4,3,4,3,0,0
구하1리입구,43259,2,66,2,66,0,2
구하1리입구,43562,150,2,131,2,19,5
구하2리마을회관,43254,108,0,103,0,5,3
구하2리마을회관,43256,109,1,108,1,1,3
구하2리마을회관,43373,1,80,1,80,0,2
구하2리마을회관,43559,1,79,1,79,0,2
국궁장앞,70151,35,249,35,249,0,9
국립생물자원관,89111,247,608,247,608,0,28
국립생물자원관입구,42741,474,658,474,658,0,37
국립인천공항검역소,35430,17,164,15,164,2,6
국립인천공항검역소,35431,42,107,42,107,0,4
국민건강보험 인천부평지사,40620,1170,3856,1156,3856,14,167
국민건강보험 인천부평지사,40621,3271,1535,3261,1535,10,160
국민건강보험남부지사,37274,12429,12309,12416,12309,13,824
국민은행,38148,2112,5296,2112,5296,0,246
국민은행,38149,5372,2329,5372,2329,0,256
국민은행연수중앙지점,38129,4615,3367,4615,3367,0,266
국민은행연수중앙지점,38571,1638,3200,1638,3200,0,161
국제금융단지,89292,8420,6132,8420,6132,0,485
국제금융단지,89293,2766,6730,2766,6730,0,316
국제성모병원,89030,465,2248,465,2248,0,90
국제성모병원,89031,2788,1092,2788,1092,0,129
국제성모병원(종점),89369,0,102,0,102,0,3
국제업무단지(공항청사),35026,14386,3611,14386,3611,0,599
국제업무지구역,38528,1948,3819,1948,3819,0,192
국제업무지구역5번출구,38619,2961,2289,2961,2289,0,175
국제이노베이션,37573,2,1796,2,1796,0,59
국제콘크리트,90050,106,30,106,30,0,4
국제콘크리트,90051,11,207,11,207,0,7
국제학교,38457,2730,1214,2730,1214,0,131
국제학교,38462,1672,2705,1672,2705,0,145
국촌,43251,81,0,71,0,10,2
국촌,43371,1,59,1,59,0,2
국화리야영장앞,43353,89,3,88,3,1,3
국화리야영장앞,43843,4,66,4,66,0,2
국화맨션,43359,1,3,1,3,0,0
국화맨션,43566,14,10,14,10,0,0
국회연수원입구,43919,1,0,1,0,0,0
국회연수원입구,43920,0,21,0,21,0,0
군인아파트,43046,141,32,141,32,0,5
군인아파트,43047,57,131,57,131,0,6
굴다리,37142,8360,85,8360,85,0,281
굴다리오거리,40231,15713,8038,15700,8038,13,791
굴다리오거리,40232,14953,21768,14927,21768,26,1224
굴다리입구,37152,7937,3662,7920,3662,17,386
굴포천,40506,2405,2877,2405,2877,0,176
굴포천,40509,3113,3687,3113,3687,0,226
굴포천역(롯데마트),40814,39705,23336,39705,23336,0,2101
굴포천역(롯데마트),40815,17754,20828,17754,20828,0,1286
굴포천역(부평농협),40507,6274,8712,6273,8712,1,499
굴포천역(부평농협),40508,9696,6049,9692,6049,4,524
굴포천역(신복사거리),40485,4330,20317,4330,20317,0,821
굴포천역(신복사거리),40498,28157,6991,28157,6991,0,1171
굴포천역(욱일아파트),40519,4367,13569,4363,13569,4,597
굴포천역(욱일아파트),40522,8741,2816,8740,2816,1,385
궁골,43346,0,8,0,8,0,0
궁골,43572,7,1,7,1,0,0
궁현사거리,37575,1,790,1,790,0,26
궁현사거리,37576,235,2,235,2,0,7
귀뚜라미보일러,42003,0,137,0,137,0,4
귀뚜라미보일러,42004,181,0,181,0,0,6
귤현감리교회,41385,1822,5436,1822,5436,0,241
귤현감리교회,41386,4261,3102,4260,3102,1,245
